config_name,shift_type,dataset,backbone,setup,test_accuracy,augrc_mean,filename
Population_amos2022_resnet18_Baseline,Population,amos2022,resnet18,S,0.5885969815539408,0.14646240408983416,uq_benchmark_amos2022_resnet18_20260115_063713.json
Population_amos2022_vit_b_16_DA,Population,amos2022,vit_b_16,DA,0.7926215762996087,0.048645048728003966,uq_benchmark_amos2022_vit_b_16_DA_20260115_085702.json
Population_amos2022_vit_b_16_DADO,Population,amos2022,vit_b_16,DADO,0.7937395192845165,0.04425357621462256,uq_benchmark_amos2022_vit_b_16_DADO_20260118_141453.json
Population_amos2022_vit_b_16_DO,Population,amos2022,vit_b_16,DO,0.6998323085522639,0.10153674979792349,uq_benchmark_amos2022_vit_b_16_DO_20260115_094235.json
Population_amos2022_vit_b_16_Baseline,Population,amos2022,vit_b_16,S,0.7339295695919508,0.0892517187045484,uq_benchmark_amos2022_vit_b_16_20260115_081548.json
Population_dermamnist-e-external_resnet18_DA,Population,dermamnist-e-external,resnet18,DA,0.5664556962025317,0.16798690113763817,uq_benchmark_dermamnist-e-external_resnet18_DA_20260115_100303.json
Population_dermamnist-e-external_resnet18_DADO,Population,dermamnist-e-external,resnet18,DADO,0.6424050632911392,0.1457448726165679,uq_benchmark_dermamnist-e-external_resnet18_DADO_20260115_101554.json
Population_dermamnist-e-external_resnet18_DO,Population,dermamnist-e-external,resnet18,DO,0.6392405063291139,0.1343634834161192,uq_benchmark_dermamnist-e-external_resnet18_DO_20260115_100909.json
Population_dermamnist-e-external_resnet18_Baseline,Population,dermamnist-e-external,resnet18,S,0.5981012658227848,0.14943017945842008,uq_benchmark_dermamnist-e-external_resnet18_20260115_095611.json
Population_dermamnist-e-external_vit_b_16_DA,Population,dermamnist-e-external,vit_b_16,DA,0.6740506329113924,0.1048760214709181,uq_benchmark_dermamnist-e-external_vit_b_16_DA_20260115_104248.json
Population_dermamnist-e-external_vit_b_16_DADO,Population,dermamnist-e-external,vit_b_16,DADO,0.7215189873417721,0.08087646210543178,uq_benchmark_dermamnist-e-external_vit_b_16_DADO_20260115_110916.json
Population_dermamnist-e-external_vit_b_16_DO,Population,dermamnist-e-external,vit_b_16,DO,0.6265822784810127,0.139440794744432,uq_benchmark_dermamnist-e-external_vit_b_16_DO_20260115_105533.json
Population_dermamnist-e-external_vit_b_16_Baseline,Population,dermamnist-e-external,vit_b_16,S,0.6139240506329114,0.15010615286011858,uq_benchmark_dermamnist-e-external_vit_b_16_20260115_102859.json
